fare_id,price,currency_type,payment_method,transfers,agency_id,transfer_duration
741_5001_5622_5859,6,EUR,0,0,5,
741_5001_5622_5867,6,EUR,0,0,5,
741_5001_5622_5901,6,EUR,0,0,5,
741_5001_5622_7060,6,EUR,0,0,5,
741_5001_5622_7973,6,EUR,0,0,5,
741_5001_5622_8010,6,EUR,0,0,5,
741_5001_5683_1,6,EUR,0,0,5,
741_5001_5683_324,6,EUR,0,0,5,
741_5001_5683_325,6,EUR,0,0,5,
741_5001_5683_326,6,EUR,0,0,5,
741_5001_5683_332,6,EUR,0,0,5,
741_5001_5683_333,6,EUR,0,0,5,
741_5001_5683_337,6,EUR,0,0,5,
741_5001_5683_338,6,EUR,0,0,5,
741_5001_5683_339,6,EUR,0,0,5,
741_5001_5683_340,6,EUR,0,0,5,
741_5001_5683_5602,6,EUR,0,0,5,
741_5001_5683_5603,6,EUR,0,0,5,
741_5001_5683_5622,6,EUR,0,0,5,
741_5001_5683_5847,6,EUR,0,0,5,
741_5001_5683_5848,6,EUR,0,0,5,
741_5001_5683_5849,6,EUR,0,0,5,
741_5001_5683_5850,6,EUR,0,0,5,
741_5001_5683_5853,6,EUR,0,0,5,
741_5001_5683_5854,6,EUR,0,0,5,
741_5001_5683_5858,6,EUR,0,0,5,
741_5001_5683_5859,6,EUR,0,0,5,
741_5001_5683_5867,6,EUR,0,0,5,
741_5001_5683_5901,6,EUR,0,0,5,
741_5001_5683_7060,6,EUR,0,0,5,
741_5001_5683_7973,6,EUR,0,0,5,
741_5001_5683_8010,6,EUR,0,0,5,
741_5001_5847_1,6,EUR,0,0,5,
741_5001_5847_324,6,EUR,0,0,5,
741_5001_5847_326,6,EUR,0,0,5,
741_5001_5847_333,6,EUR,0,0,5,
741_5001_5847_337,6,EUR,0,0,5,
741_5001_5847_338,6,EUR,0,0,5,
741_5001_5847_339,6,EUR,0,0,5,
741_5001_5847_340,6,EUR,0,0,5,
741_5001_5847_5603,6,EUR,0,0,5,
741_5001_5847_5848,6,EUR,0,0,5,
741_5001_5847_5849,6,EUR,0,0,5,
741_5001_5847_5850,6,EUR,0,0,5,
741_5001_5847_5853,6,EUR,0,0,5,
741_5001_5847_5854,6,EUR,0,0,5,
741_5001_5847_5858,6,EUR,0,0,5,
741_5001_5847_5859,6,EUR,0,0,5,
741_5001_5847_5867,6,EUR,0,0,5,
741_5001_5847_5901,6,EUR,0,0,5,
741_5001_5847_7060,6,EUR,0,0,5,
741_5001_5847_7973,6,EUR,0,0,5,
741_5001_5847_8010,6,EUR,0,0,5,
741_5001_5848_1,6,EUR,0,0,5,
741_5001_5848_5603,6,EUR,0,0,5,
741_5001_5848_8010,6,EUR,0,0,5,
741_5001_5849_1,6,EUR,0,0,5,
741_5001_5849_324,6,EUR,0,0,5,
741_5001_5849_5603,6,EUR,0,0,5,
741_5001_5849_5848,6,EUR,0,0,5,
741_5001_5849_8010,6,EUR,0,0,5,
741_5001_5850_1,6,EUR,0,0,5,
741_5001_5850_324,6,EUR,0,0,5,
741_5001_5850_326,6,EUR,0,0,5,
741_5001_5850_333,6,EUR,0,0,5,
741_5001_5850_337,6,EUR,0,0,5,
741_5001_5850_339,6,EUR,0,0,5,
741_5001_5850_340,6,EUR,0,0,5,
741_5001_5850_5603,6,EUR,0,0,5,
741_5001_5850_5848,6,EUR,0,0,5,
741_5001_5850_5849,6,EUR,0,0,5,
741_5001_5850_5853,6,EUR,0,0,5,
741_5001_5850_5854,6,EUR,0,0,5,
741_5001_5850_5858,6,EUR,0,0,5,
741_5001_5850_5859,6,EUR,0,0,5,
741_5001_5850_5867,6,EUR,0,0,5,
741_5001_5850_5901,6,EUR,0,0,5,
741_5001_5850_7060,6,EUR,0,0,5,
741_5001_5850_7973,6,EUR,0,0,5,
741_5001_5850_8010,6,EUR,0,0,5,
741_5001_5853_1,6,EUR,0,0,5,
741_5001_5853_324,6,EUR,0,0,5,
741_5001_5853_326,6,EUR,0,0,5,
741_5001_5853_333,6,EUR,0,0,5,
741_5001_5853_5603,6,EUR,0,0,5,
741_5001_5853_5848,6,EUR,0,0,5,
741_5001_5853_5849,6,EUR,0,0,5,
741_5001_5853_8010,6,EUR,0,0,5,
741_5001_5854_1,6,EUR,0,0,5,
741_5001_5854_324,6,EUR,0,0,5,
741_5001_5854_326,6,EUR,0,0,5,
741_5001_5854_333,6,EUR,0,0,5,
741_5001_5854_337,6,EUR,0,0,5,
741_5001_5854_339,6,EUR,0,0,5,
741_5001_5854_340,6,EUR,0,0,5,
741_5001_5854_5603,6,EUR,0,0,5,
741_5001_5854_5848,6,EUR,0,0,5,
741_5001_5854_5849,6,EUR,0,0,5,
741_5001_5854_5853,6,EUR,0,0,5,
741_5001_5854_5858,6,EUR,0,0,5,
741_5001_5854_5859,6,EUR,0,0,5,
741_5001_5854_5867,6,EUR,0,0,5,
741_5001_5854_5901,6,EUR,0,0,5,
741_5001_5854_7060,6,EUR,0,0,5,
741_5001_5854_7973,6,EUR,0,0,5,
741_5001_5854_8010,6,EUR,0,0,5,
741_5001_5858_1,6,EUR,0,0,5,
741_5001_5858_324,6,EUR,0,0,5,
741_5001_5858_326,6,EUR,0,0,5,
741_5001_5858_333,6,EUR,0,0,5,
741_5001_5858_337,6,EUR,0,0,5,
741_5001_5858_339,6,EUR,0,0,5,
741_5001_5858_5603,6,EUR,0,0,5,
741_5001_5858_5848,6,EUR,0,0,5,
741_5001_5858_5849,6,EUR,0,0,5,
741_5001_5858_5853,6,EUR,0,0,5,
741_5001_5858_5859,6,EUR,0,0,5,
741_5001_5858_5867,6,EUR,0,0,5,
741_5001_5858_5901,6,EUR,0,0,5,
741_5001_5858_7060,6,EUR,0,0,5,
741_5001_5858_7973,6,EUR,0,0,5,
741_5001_5858_8010,6,EUR,0,0,5,
741_5001_5859_1,6,EUR,0,0,5,
741_5001_5859_324,6,EUR,0,0,5,
741_5001_5859_326,6,EUR,0,0,5,
741_5001_5859_333,6,EUR,0,0,5,
741_5001_5859_5603,6,EUR,0,0,5,
741_5001_5859_5848,6,EUR,0,0,5,
741_5001_5859_5849,6,EUR,0,0,5,
741_5001_5859_5853,6,EUR,0,0,5,
741_5001_5859_8010,6,EUR,0,0,5,
741_5001_5867_1,6,EUR,0,0,5,
741_5001_5867_324,6,EUR,0,0,5,
741_5001_5867_326,6,EUR,0,0,5,
741_5001_5867_333,6,EUR,0,0,5,
741_5001_5867_337,6,EUR,0,0,5,
741_5001_5867_339,6,EUR,0,0,5,
741_5001_5867_5603,6,EUR,0,0,5,
741_5001_5867_5848,6,EUR,0,0,5,
741_5001_5867_5849,6,EUR,0,0,5,
741_5001_5867_5853,6,EUR,0,0,5,
741_5001_5867_5859,6,EUR,0,0,5,
741_5001_5867_5901,6,EUR,0,0,5,
741_5001_5867_7060,6,EUR,0,0,5,
741_5001_5867_7973,6,EUR,0,0,5,
741_5001_5867_8010,6,EUR,0,0,5,
741_5001_5901_1,6,EUR,0,0,5,
741_5001_5901_324,6,EUR,0,0,5,
741_5001_5901_326,6,EUR,0,0,5,
741_5001_5901_333,6,EUR,0,0,5,
741_5001_5901_337,6,EUR,0,0,5,
741_5001_5901_339,6,EUR,0,0,5,
741_5001_5901_5603,6,EUR,0,0,5,
741_5001_5901_5848,6,EUR,0,0,5,
741_5001_5901_5849,6,EUR,0,0,5,
741_5001_5901_5853,6,EUR,0,0,5,
741_5001_5901_5859,6,EUR,0,0,5,
741_5001_5901_7060,6,EUR,0,0,5,
741_5001_5901_7973,6,EUR,0,0,5,
741_5001_5901_8010,6,EUR,0,0,5,
741_5001_7060_1,6,EUR,0,0,5,
741_5001_7060_324,6,EUR,0,0,5,
741_5001_7060_326,6,EUR,0,0,5,
741_5001_7060_333,6,EUR,0,0,5,
741_5001_7060_337,6,EUR,0,0,5,
741_5001_7060_339,6,EUR,0,0,5,
741_5001_7060_5603,6,EUR,0,0,5,
741_5001_7060_5848,6,EUR,0,0,5,
741_5001_7060_5849,6,EUR,0,0,5,
741_5001_7060_5853,6,EUR,0,0,5,
741_5001_7060_5859,6,EUR,0,0,5,
741_5001_7060_7973,6,EUR,0,0,5,
741_5001_7060_8010,6,EUR,0,0,5,
741_5001_7973_1,6,EUR,0,0,5,
741_5001_7973_324,6,EUR,0,0,5,
741_5001_7973_326,6,EUR,0,0,5,
741_5001_7973_333,6,EUR,0,0,5,
741_5001_7973_5603,6,EUR,0,0,5,
741_5001_7973_5848,6,EUR,0,0,5,
741_5001_7973_5849,6,EUR,0,0,5,
741_5001_7973_5853,6,EUR,0,0,5,
741_5001_7973_5859,6,EUR,0,0,5,
741_5001_7973_8010,6,EUR,0,0,5,
741_5001_7994_1,6,EUR,0,0,5,
741_5001_7994_323,6,EUR,0,0,5,
741_5001_7994_324,6,EUR,0,0,5,
741_5001_7994_325,6,EUR,0,0,5,
741_5001_7994_326,6,EUR,0,0,5,
741_5001_7994_332,6,EUR,0,0,5,
741_5001_7994_333,6,EUR,0,0,5,
741_5001_7994_337,6,EUR,0,0,5,
741_5001_7994_338,6,EUR,0,0,5,
741_5001_7994_339,6,EUR,0,0,5,
741_5001_7994_340,6,EUR,0,0,5,
741_5001_7994_5602,6,EUR,0,0,5,
741_5001_7994_5603,6,EUR,0,0,5,
741_5001_7994_5622,6,EUR,0,0,5,
741_5001_7994_5683,6,EUR,0,0,5,
741_5001_7994_5847,6,EUR,0,0,5,
741_5001_7994_5848,6,EUR,0,0,5,
741_5001_7994_5849,6,EUR,0,0,5,
741_5001_7994_5850,6,EUR,0,0,5,
741_5001_7994_5853,6,EUR,0,0,5,
741_5001_7994_5854,6,EUR,0,0,5,
741_5001_7994_5858,6,EUR,0,0,5,
741_5001_7994_5859,6,EUR,0,0,5,
741_5001_7994_5867,6,EUR,0,0,5,
741_5001_7994_5901,6,EUR,0,0,5,
741_5001_7994_7060,6,EUR,0,0,5,
741_5001_7994_7973,6,EUR,0,0,5,
741_5001_7994_8010,6,EUR,0,0,5,
741_5002_5602_5603,5,EUR,0,0,5,
741_5002_5602_5847,5,EUR,0,0,5,
741_5002_5602_5848,5,EUR,0,0,5,
741_5002_5602_5849,5,EUR,0,0,5,
741_5002_5602_5850,5,EUR,0,0,5,
741_5002_5602_5853,5,EUR,0,0,5,
741_5002_5602_5854,5,EUR,0,0,5,
741_5002_5602_5858,5,EUR,0,0,5,
741_5002_5602_5859,5,EUR,0,0,5,
741_5002_5602_5867,5,EUR,0,0,5,
741_5002_5602_5901,5,EUR,0,0,5,
741_5002_5602_6104,5,EUR,0,0,5,
741_5002_5602_6417,5,EUR,0,0,5,
741_5002_5602_6418,5,EUR,0,0,5,
741_5002_5602_6427,5,EUR,0,0,5,
741_5002_5602_6429,5,EUR,0,0,5,
741_5002_5602_6497,5,EUR,0,0,5,
741_5002_5602_6555,5,EUR,0,0,5,
741_5002_5602_6556,5,EUR,0,0,5,
741_5002_5602_6595,5,EUR,0,0,5,
741_5002_5602_6601,5,EUR,0,0,5,
741_5002_5602_6656,5,EUR,0,0,5,
741_5002_5602_6665,5,EUR,0,0,5,
741_5002_5602_8010,5,EUR,0,0,5,
741_5002_5603_6104,5,EUR,0,0,5,
741_5002_5603_6497,5,EUR,0,0,5,
741_5002_5603_8010,5,EUR,0,0,5,
741_5002_5683_5602,5,EUR,0,0,5,
741_5002_5683_5603,5,EUR,0,0,5,
741_5002_5683_5847,5,EUR,0,0,5,
741_5002_5683_5848,5,EUR,0,0,5,
741_5002_5683_5849,5,EUR,0,0,5,
741_5002_5683_5850,5,EUR,0,0,5,
741_5002_5683_5853,5,EUR,0,0,5,
741_5002_5683_5854,5,EUR,0,0,5,
741_5002_5683_5858,5,EUR,0,0,5,
741_5002_5683_5859,5,EUR,0,0,5,
741_5002_5683_5867,5,EUR,0,0,5,
741_5002_5683_5901,5,EUR,0,0,5,
741_5002_5683_6104,5,EUR,0,0,5,
741_5002_5683_6417,5,EUR,0,0,5,
741_5002_5683_6418,5,EUR,0,0,5,
741_5002_5683_6427,5,EUR,0,0,5,
741_5002_5683_6429,5,EUR,0,0,5,
741_5002_5683_6497,5,EUR,0,0,5,
741_5002_5683_6555,5,EUR,0,0,5,
741_5002_5683_6556,5,EUR,0,0,5,
741_5002_5683_6595,5,EUR,0,0,5,
741_5002_5683_6601,5,EUR,0,0,5,
741_5002_5683_6656,5,EUR,0,0,5,
741_5002_5683_6665,5,EUR,0,0,5,
741_5002_5683_8010,5,EUR,0,0,5,
741_5002_5847_5603,5,EUR,0,0,5,
741_5002_5847_5848,5,EUR,0,0,5,
741_5002_5847_5849,5,EUR,0,0,5,
741_5002_5847_5850,5,EUR,0,0,5,
741_5002_5847_5853,5,EUR,0,0,5,
741_5002_5847_5854,5,EUR,0,0,5,
741_5002_5847_5858,5,EUR,0,0,5,
741_5002_5847_5859,5,EUR,0,0,5,
741_5002_5847_5867,5,EUR,0,0,5,
741_5002_5847_5901,5,EUR,0,0,5,
741_5002_5847_6104,5,EUR,0,0,5,
741_5002_5847_6417,5,EUR,0,0,5,
741_5002_5847_6418,5,EUR,0,0,5,
741_5002_5847_6427,5,EUR,0,0,5,
741_5002_5847_6429,5,EUR,0,0,5,
741_5002_5847_6497,5,EUR,0,0,5,
741_5002_5847_6555,5,EUR,0,0,5,
741_5002_5847_6595,5,EUR,0,0,5,
741_5002_5847_6656,5,EUR,0,0,5,
741_5002_5847_6665,5,EUR,0,0,5,
741_5002_5847_8010,5,EUR,0,0,5,
741_5002_5848_5603,5,EUR,0,0,5,
741_5002_5848_6104,5,EUR,0,0,5,
741_5002_5848_6497,5,EUR,0,0,5,
741_5002_5848_6555,5,EUR,0,0,5,
741_5002_5848_6595,5,EUR,0,0,5,
741_5002_5848_8010,5,EUR,0,0,5,
741_5002_5849_5603,5,EUR,0,0,5,
741_5002_5849_5848,5,EUR,0,0,5,
741_5002_5849_6104,5,EUR,0,0,5,
741_5002_5849_6427,5,EUR,0,0,5,
741_5002_5849_6497,5,EUR,0,0,5,
741_5002_5849_6555,5,EUR,0,0,5,
741_5002_5849_6595,5,EUR,0,0,5,
741_5002_5849_8010,5,EUR,0,0,5,
741_5002_5850_5603,5,EUR,0,0,5,
741_5002_5850_5848,5,EUR,0,0,5,
741_5002_5850_5849,5,EUR,0,0,5,
741_5002_5850_5853,5,EUR,0,0,5,
741_5002_5850_5854,5,EUR,0,0,5,
741_5002_5850_5858,5,EUR,0,0,5,
741_5002_5850_5859,5,EUR,0,0,5,
741_5002_5850_5867,5,EUR,0,0,5,
741_5002_5850_5901,5,EUR,0,0,5,
741_5002_5850_6104,5,EUR,0,0,5,
741_5002_5850_6417,5,EUR,0,0,5,
741_5002_5850_6418,5,EUR,0,0,5,
741_5002_5850_6427,5,EUR,0,0,5,
741_5002_5850_6429,5,EUR,0,0,5,
741_5002_5850_6497,5,EUR,0,0,5,
741_5002_5850_6555,5,EUR,0,0,5,
741_5002_5850_6595,5,EUR,0,0,5,
741_5002_5850_6656,5,EUR,0,0,5,
741_5002_5850_6665,5,EUR,0,0,5,
741_5002_5850_8010,5,EUR,0,0,5,
741_5002_5853_5603,5,EUR,0,0,5,
741_5002_5853_5848,5,EUR,0,0,5,
741_5002_5853_5849,5,EUR,0,0,5,
741_5002_5853_6104,5,EUR,0,0,5,
741_5002_5853_6417,5,EUR,0,0,5,
741_5002_5853_6427,5,EUR,0,0,5,
741_5002_5853_6497,5,EUR,0,0,5,
741_5002_5853_6555,5,EUR,0,0,5,
741_5002_5853_6595,5,EUR,0,0,5,
741_5002_5853_8010,5,EUR,0,0,5,
741_5002_5854_5603,5,EUR,0,0,5,
741_5002_5854_5848,5,EUR,0,0,5,
741_5002_5854_5849,5,EUR,0,0,5,
741_5002_5854_5853,5,EUR,0,0,5,
741_5002_5854_5858,5,EUR,0,0,5,
741_5002_5854_5859,5,EUR,0,0,5,
741_5002_5854_5867,5,EUR,0,0,5,
741_5002_5854_5901,5,EUR,0,0,5,
741_5002_5854_6104,5,EUR,0,0,5,
741_5002_5854_6417,5,EUR,0,0,5,
741_5002_5854_6427,5,EUR,0,0,5,
741_5002_5854_6497,5,EUR,0,0,5,
741_5002_5854_6555,5,EUR,0,0,5,
741_5002_5854_6595,5,EUR,0,0,5,
741_5002_5854_6656,5,EUR,0,0,5,
741_5002_5854_6665,5,EUR,0,0,5,
741_5002_5854_8010,5,EUR,0,0,5,
741_5002_5858_5603,5,EUR,0,0,5,
741_5002_5858_5848,5,EUR,0,0,5,
741_5002_5858_5849,5,EUR,0,0,5,
741_5002_5858_5853,5,EUR,0,0,5,
741_5002_5858_5859,5,EUR,0,0,5,
741_5002_5858_5867,5,EUR,0,0,5,
741_5002_5858_5901,5,EUR,0,0,5,
741_5002_5858_6104,5,EUR,0,0,5,
741_5002_5858_6417,5,EUR,0,0,5,
741_5002_5858_6427,5,EUR,0,0,5,
741_5002_5858_6497,5,EUR,0,0,5,
741_5002_5858_6555,5,EUR,0,0,5,
741_5002_5858_6595,5,EUR,0,0,5,
741_5002_5858_6656,5,EUR,0,0,5,
741_5002_5858_6665,5,EUR,0,0,5,
741_5002_5858_8010,5,EUR,0,0,5,
741_5002_5859_5603,5,EUR,0,0,5,
741_5002_5859_5848,5,EUR,0,0,5,
741_5002_5859_5849,5,EUR,0,0,5,
741_5002_5859_5853,5,EUR,0,0,5,
741_5002_5859_6104,5,EUR,0,0,5,
741_5002_5859_6417,5,EUR,0,0,5,
741_5002_5859_6427,5,EUR,0,0,5,
741_5002_5859_6497,5,EUR,0,0,5,
741_5002_5859_6555,5,EUR,0,0,5,
741_5002_5859_6595,5,EUR,0,0,5,
741_5002_5859_6665,5,EUR,0,0,5,
741_5002_5859_8010,5,EUR,0,0,5,
741_5002_5867_5603,5,EUR,0,0,5,
741_5002_5867_5848,5,EUR,0,0,5,
741_5002_5867_5849,5,EUR,0,0,5,
741_5002_5867_5853,5,EUR,0,0,5,
741_5002_5867_5859,5,EUR,0,0,5,
741_5002_5867_5901,5,EUR,0,0,5,
741_5002_5867_6104,5,EUR,0,0,5,
741_5002_5867_6417,5,EUR,0,0,5,
741_5002_5867_6427,5,EUR,0,0,5,
741_5002_5867_6497,5,EUR,0,0,5,
741_5002_5867_6555,5,EUR,0,0,5,
741_5002_5867_6595,5,EUR,0,0,5,
741_5002_5867_6665,5,EUR,0,0,5,
741_5002_5867_8010,5,EUR,0,0,5,
741_5002_5901_5603,5,EUR,0,0,5,
741_5002_5901_5848,5,EUR,0,0,5,
741_5002_5901_5849,5,EUR,0,0,5,
741_5002_5901_5853,5,EUR,0,0,5,
741_5002_5901_5859,5,EUR,0,0,5,
741_5002_5901_6104,5,EUR,0,0,5,
741_5002_5901_6417,5,EUR,0,0,5,
741_5002_5901_6427,5,EUR,0,0,5,
741_5002_5901_6497,5,EUR,0,0,5,
741_5002_5901_6555,5,EUR,0,0,5,
741_5002_5901_6595,5,EUR,0,0,5,
741_5002_5901_6665,5,EUR,0,0,5,
741_5002_5901_8010,5,EUR,0,0,5,
741_5002_6417_5603,5,EUR,0,0,5,
741_5002_6417_5848,5,EUR,0,0,5,
741_5002_6417_5849,5,EUR,0,0,5,
741_5002_6417_6104,5,EUR,0,0,5,
741_5002_6417_6427,5,EUR,0,0,5,
741_5002_6417_6497,5,EUR,0,0,5,
741_5002_6417_6555,5,EUR,0,0,5,
741_5002_6417_6595,5,EUR,0,0,5,
741_5002_6417_8010,5,EUR,0,0,5,
741_5002_6418_5603,5,EUR,0,0,5,
741_5002_6418_5848,5,EUR,0,0,5,
741_5002_6418_5849,5,EUR,0,0,5,
741_5002_6418_5853,5,EUR,0,0,5,
741_5002_6418_5854,5,EUR,0,0,5,
741_5002_6418_5858,5,EUR,0,0,5,
741_5002_6418_5859,5,EUR,0,0,5,
741_5002_6418_5867,5,EUR,0,0,5,
741_5002_6418_5901,5,EUR,0,0,5,
741_5002_6418_6104,5,EUR,0,0,5,
741_5002_6418_6417,5,EUR,0,0,5,
741_5002_6418_6427,5,EUR,0,0,5,
741_5002_6418_6429,5,EUR,0,0,5,
741_5002_6418_6497,5,EUR,0,0,5,
741_5002_6418_6555,5,EUR,0,0,5,
741_5002_6418_6595,5,EUR,0,0,5,
741_5002_6418_6656,5,EUR,0,0,5,
741_5002_6418_6665,5,EUR,0,0,5,
741_5002_6418_8010,5,EUR,0,0,5,
741_5002_6427_5603,5,EUR,0,0,5,
741_5002_6427_5848,5,EUR,0,0,5,
741_5002_6427_6104,5,EUR,0,0,5,
741_5002_6427_6497,5,EUR,0,0,5,
741_5002_6427_6555,5,EUR,0,0,5,
741_5002_6427_6595,5,EUR,0,0,5,
741_5002_6427_8010,5,EUR,0,0,5,
741_5002_6429_5603,5,EUR,0,0,5,
741_5002_6429_5848,5,EUR,0,0,5,
741_5002_6429_5849,5,EUR,0,0,5,
741_5002_6429_5853,5,EUR,0,0,5,
741_5002_6429_5854,5,EUR,0,0,5,
741_5002_6429_5858,5,EUR,0,0,5,
741_5002_6429_5859,5,EUR,0,0,5,
741_5002_6429_5867,5,EUR,0,0,5,
741_5002_6429_5901,5,EUR,0,0,5,
741_5002_6429_6104,5,EUR,0,0,5,
741_5002_6429_6417,5,EUR,0,0,5,
741_5002_6429_6427,5,EUR,0,0,5,
741_5002_6429_6497,5,EUR,0,0,5,
741_5002_6429_6555,5,EUR,0,0,5,
741_5002_6429_6595,5,EUR,0,0,5,
741_5002_6429_6656,5,EUR,0,0,5,
741_5002_6429_6665,5,EUR,0,0,5,
741_5002_6429_8010,5,EUR,0,0,5,
741_5002_6497_6104,5,EUR,0,0,5,
741_5002_6497_8010,5,EUR,0,0,5,
741_5002_6555_5603,5,EUR,0,0,5,
741_5002_6555_6104,5,EUR,0,0,5,
741_5002_6555_6497,5,EUR,0,0,5,
741_5002_6555_6595,5,EUR,0,0,5,
741_5002_6555_8010,5,EUR,0,0,5,
741_5002_6556_5603,5,EUR,0,0,5,
741_5002_6556_5847,5,EUR,0,0,5,
741_5002_6556_5848,5,EUR,0,0,5,
741_5002_6556_5849,5,EUR,0,0,5,
741_5002_6556_5850,5,EUR,0,0,5,
741_5002_6556_5853,5,EUR,0,0,5,
741_5002_6556_5854,5,EUR,0,0,5,
741_5002_6556_5858,5,EUR,0,0,5,
741_5002_6556_5859,5,EUR,0,0,5,
741_5002_6556_5867,5,EUR,0,0,5,
741_5002_6556_5901,5,EUR,0,0,5,
741_5002_6556_6104,5,EUR,0,0,5,
741_5002_6556_6417,5,EUR,0,0,5,
741_5002_6556_6418,5,EUR,0,0,5,
741_5002_6556_6427,5,EUR,0,0,5,
741_5002_6556_6429,5,EUR,0,0,5,
741_5002_6556_6497,5,EUR,0,0,5,
741_5002_6556_6555,5,EUR,0,0,5,
741_5002_6556_6595,5,EUR,0,0,5,
741_5002_6556_6656,5,EUR,0,0,5,
741_5002_6556_6665,5,EUR,0,0,5,
741_5002_6556_8010,5,EUR,0,0,5,
741_5002_6595_5603,5,EUR,0,0,5,
741_5002_6595_6104,5,EUR,0,0,5,
741_5002_6595_6497,5,EUR,0,0,5,
741_5002_6595_8010,5,EUR,0,0,5,
741_5002_6597_5602,5,EUR,0,0,5,
741_5002_6597_5603,5,EUR,0,0,5,
741_5002_6597_5683,5,EUR,0,0,5,
741_5002_6597_5847,5,EUR,0,0,5,
741_5002_6597_5848,5,EUR,0,0,5,
741_5002_6597_5849,5,EUR,0,0,5,
741_5002_6597_5850,5,EUR,0,0,5,
741_5002_6597_5853,5,EUR,0,0,5,
741_5002_6597_5854,5,EUR,0,0,5,
741_5002_6597_5858,5,EUR,0,0,5,
741_5002_6597_5859,5,EUR,0,0,5,
741_5002_6597_5867,5,EUR,0,0,5,
741_5002_6597_5901,5,EUR,0,0,5,
741_5002_6597_6104,5,EUR,0,0,5,
741_5002_6597_6417,5,EUR,0,0,5,
741_5002_6597_6418,5,EUR,0,0,5,
741_5002_6597_6427,5,EUR,0,0,5,
741_5002_6597_6429,5,EUR,0,0,5,
741_5002_6597_6497,5,EUR,0,0,5,
741_5002_6597_6555,5,EUR,0,0,5,
741_5002_6597_6556,5,EUR,0,0,5,
741_5002_6597_6595,5,EUR,0,0,5,
741_5002_6597_6601,5,EUR,0,0,5,
741_5002_6597_6656,5,EUR,0,0,5,
741_5002_6597_6665,5,EUR,0,0,5,
741_5002_6597_8010,5,EUR,0,0,5,
741_5002_6601_5603,5,EUR,0,0,5,
741_5002_6601_5847,5,EUR,0,0,5,
741_5002_6601_5848,5,EUR,0,0,5,
741_5002_6601_5849,5,EUR,0,0,5,
741_5002_6601_5850,5,EUR,0,0,5,
741_5002_6601_5853,5,EUR,0,0,5,
741_5002_6601_5854,5,EUR,0,0,5,
741_5002_6601_5858,5,EUR,0,0,5,
741_5002_6601_5859,5,EUR,0,0,5,
741_5002_6601_5867,5,EUR,0,0,5,
741_5002_6601_5901,5,EUR,0,0,5,
741_5002_6601_6104,5,EUR,0,0,5,
741_5002_6601_6417,5,EUR,0,0,5,
741_5002_6601_6418,5,EUR,0,0,5,
741_5002_6601_6427,5,EUR,0,0,5,
741_5002_6601_6429,5,EUR,0,0,5,
741_5002_6601_6497,5,EUR,0,0,5,
741_5002_6601_6555,5,EUR,0,0,5,
741_5002_6601_6556,5,EUR,0,0,5,
741_5002_6601_6595,5,EUR,0,0,5,
741_5002_6601_6656,5,EUR,0,0,5,
741_5002_6601_6665,5,EUR,0,0,5,
741_5002_6601_8010,5,EUR,0,0,5,
741_5002_6656_5603,5,EUR,0,0,5,
741_5002_6656_5848,5,EUR,0,0,5,
741_5002_6656_5849,5,EUR,0,0,5,
741_5002_6656_5853,5,EUR,0,0,5,
741_5002_6656_5859,5,EUR,0,0,5,
741_5002_6656_5867,5,EUR,0,0,5,
741_5002_6656_5901,5,EUR,0,0,5,
741_5002_6656_6104,5,EUR,0,0,5,
741_5002_6656_6417,5,EUR,0,0,5,
741_5002_6656_6427,5,EUR,0,0,5,
741_5002_6656_6497,5,EUR,0,0,5,
741_5002_6656_6555,5,EUR,0,0,5,
741_5002_6656_6595,5,EUR,0,0,5,
741_5002_6656_6665,5,EUR,0,0,5,
741_5002_6656_8010,5,EUR,0,0,5,
741_5002_6665_5603,5,EUR,0,0,5,
741_5002_6665_5848,5,EUR,0,0,5,
741_5002_6665_5849,5,EUR,0,0,5,
741_5002_6665_5853,5,EUR,0,0,5,
741_5002_6665_6104,5,EUR,0,0,5,
741_5002_6665_6417,5,EUR,0,0,5,
741_5002_6665_6427,5,EUR,0,0,5,
741_5002_6665_6497,5,EUR,0,0,5,
741_5002_6665_6555,5,EUR,0,0,5,
741_5002_6665_6595,5,EUR,0,0,5,
741_5002_6665_8010,5,EUR,0,0,5,
741_5002_7994_5602,5,EUR,0,0,5,
741_5002_7994_5603,5,EUR,0,0,5,
741_5002_7994_5683,5,EUR,0,0,5,
741_5002_7994_5847,5,EUR,0,0,5,
741_5002_7994_5848,5,EUR,0,0,5,
741_5002_7994_5849,5,EUR,0,0,5,
741_5002_7994_5850,5,EUR,0,0,5,
741_5002_7994_5853,5,EUR,0,0,5,
741_5002_7994_5854,5,EUR,0,0,5,
741_5002_7994_5858,5,EUR,0,0,5,
741_5002_7994_5859,5,EUR,0,0,5,
741_5002_7994_5867,5,EUR,0,0,5,
741_5002_7994_5901,5,EUR,0,0,5,
741_5002_7994_6104,5,EUR,0,0,5,
741_5002_7994_6417,5,EUR,0,0,5,
741_5002_7994_6418,5,EUR,0,0,5,
741_5002_7994_6427,5,EUR,0,0,5,
741_5002_7994_6429,5,EUR,0,0,5,
741_5002_7994_6497,5,EUR,0,0,5,
741_5002_7994_6555,5,EUR,0,0,5,
741_5002_7994_6556,5,EUR,0,0,5,
741_5002_7994_6595,5,EUR,0,0,5,
741_5002_7994_6597,5,EUR,0,0,5,
741_5002_7994_6601,5,EUR,0,0,5,
